InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
548673,22727,ALARM CLOCK BAKELIKE RED ,4,2011-04-01 16:18:00,3.75,13767.0,United Kingdom
548673,22699,ROSES REGENCY TEACUP AND SAUCER ,12,2011-04-01 16:18:00,2.95,13767.0,United Kingdom
548673,22423,REGENCY CAKESTAND 3 TIER,6,2011-04-01 16:18:00,12.75,13767.0,United Kingdom
548673,84879,ASSORTED COLOUR BIRD ORNAMENT,32,2011-04-01 16:18:00,1.69,13767.0,United Kingdom
548686,85123A,WHITE HANGING HEART T-LIGHT HOLDER,32,2011-04-01 16:49:00,2.55,15856.0,United Kingdom
548686,22666,RECIPE BOX PANTRY YELLOW DESIGN,24,2011-04-01 16:49:00,2.55,15856.0,United Kingdom
548697,22423,REGENCY CAKESTAND 3 TIER,16,2011-04-03 10:49:00,10.95,15482.0,United Kingdom
548697,85123A,WHITE HANGING HEART T-LIGHT HOLDER,64,2011-04-03 10:49:00,2.55,15482.0,United Kingdom
548697,82482,WOODEN PICTURE FRAME WHITE FINISH,36,2011-04-03 10:49:00,2.1,15482.0,United Kingdom
548698,22457,NATURAL SLATE HEART CHALKBOARD ,2,2011-04-03 10:55:00,2.95,18109.0,United Kingdom
548698,21212,PACK OF 72 RETROSPOT CAKE CASES,3,2011-04-03 10:55:00,0.55,18109.0,United Kingdom
548699,85123A,WHITE HANGING HEART T-LIGHT HOLDER,1,2011-04-03 11:08:00,2.95,,United Kingdom
548701,47566,PARTY BUNTING,1,2011-04-03 11:36:00,4.95,17629.0,United Kingdom
548702,22457,NATURAL SLATE HEART CHALKBOARD ,2,2011-04-03 11:36:00,2.95,17085.0,United Kingdom
548703,21931,JUMBO STORAGE BAG SUKI,2,2011-04-03 11:37:00,2.08,16010.0,United Kingdom
548703,22383,LUNCH BAG SUKI DESIGN ,2,2011-04-03 11:37:00,1.65,16010.0,United Kingdom
548703,85123A,WHITE HANGING HEART T-LIGHT HOLDER,2,2011-04-03 11:37:00,2.95,16010.0,United Kingdom
548703,85123A,WHITE HANGING HEART T-LIGHT HOLDER,3,2011-04-03 11:37:00,2.95,16010.0,United Kingdom
548703,20725,LUNCH BAG RED RETROSPOT,1,2011-04-03 11:37:00,1.65,16010.0,United Kingdom
548706,20725,LUNCH BAG RED RETROSPOT,10,2011-04-03 11:51:00,1.65,13408.0,United Kingdom
548708,47566,PARTY BUNTING,6,2011-04-03 12:41:00,4.95,13269.0,United Kingdom
548708,85099B,JUMBO BAG RED RETROSPOT,10,2011-04-03 12:41:00,2.08,13269.0,United Kingdom
548708,85123A,WHITE HANGING HEART T-LIGHT HOLDER,3,2011-04-03 12:41:00,2.95,13269.0,United Kingdom
548708,22961,JAM MAKING SET PRINTED,4,2011-04-03 12:41:00,1.45,13269.0,United Kingdom
548708,82482,WOODEN PICTURE FRAME WHITE FINISH,6,2011-04-03 12:41:00,2.55,13269.0,United Kingdom
548710,22961,JAM MAKING SET PRINTED,12,2011-04-03 13:24:00,1.45,16678.0,United Kingdom
548711,85123A,WHITE HANGING HEART T-LIGHT HOLDER,3,2011-04-03 14:24:00,2.95,18116.0,United Kingdom
548712,22720,SET OF 3 CAKE TINS PANTRY DESIGN ,4,2011-04-03 14:42:00,4.95,17050.0,United Kingdom
548712,22666,RECIPE BOX PANTRY YELLOW DESIGN,3,2011-04-03 14:42:00,2.95,17050.0,United Kingdom
548712,22960,JAM MAKING SET WITH JARS,8,2011-04-03 14:42:00,4.25,17050.0,United Kingdom
548712,21212,PACK OF 72 RETROSPOT CAKE CASES,6,2011-04-03 14:42:00,0.55,17050.0,United Kingdom
548712,47566,PARTY BUNTING,6,2011-04-03 14:42:00,4.95,17050.0,United Kingdom
548714,85123A,WHITE HANGING HEART T-LIGHT HOLDER,1,2011-04-03 15:07:00,2.95,17337.0,United Kingdom
548714,22699,ROSES REGENCY TEACUP AND SAUCER ,1,2011-04-03 15:07:00,2.95,17337.0,United Kingdom
548714,22697,GREEN REGENCY TEACUP AND SAUCER,1,2011-04-03 15:07:00,2.95,17337.0,United Kingdom
548715,22086,PAPER CHAIN KIT 50'S CHRISTMAS ,3,2011-04-03 15:22:00,2.95,17758.0,United Kingdom
548715,20727,LUNCH BAG  BLACK SKULL.,3,2011-04-03 15:22:00,1.65,17758.0,United Kingdom
548715,22384,LUNCH BAG PINK POLKADOT,3,2011-04-03 15:22:00,1.65,17758.0,United Kingdom
548715,22386,JUMBO BAG PINK POLKADOT,4,2011-04-03 15:22:00,2.08,17758.0,United Kingdom
548715,21931,JUMBO STORAGE BAG SUKI,4,2011-04-03 15:22:00,2.08,17758.0,United Kingdom
548716,22457,NATURAL SLATE HEART CHALKBOARD ,6,2011-04-03 15:50:00,2.95,14023.0,United Kingdom
548718,22697,GREEN REGENCY TEACUP AND SAUCER,24,2011-04-04 08:50:00,2.55,14156.0,EIRE
548718,22727,ALARM CLOCK BAKELIKE RED ,30,2011-04-04 08:50:00,3.75,14156.0,EIRE
C548722,22960,JAM MAKING SET WITH JARS,-2,2011-04-04 09:00:00,4.25,13481.0,United Kingdom
C548723,82482,WOODEN PICTURE FRAME WHITE FINISH,-1,2011-04-04 09:02:00,2.55,15874.0,United Kingdom
548725,POST,POSTAGE,1,2011-04-04 09:08:00,134.0,12678.0,France
548726,22727,ALARM CLOCK BAKELIKE RED ,8,2011-04-04 09:38:00,3.75,13767.0,United Kingdom
548726,22699,ROSES REGENCY TEACUP AND SAUCER ,6,2011-04-04 09:38:00,2.95,13767.0,United Kingdom
548726,22423,REGENCY CAKESTAND 3 TIER,4,2011-04-04 09:38:00,12.75,13767.0,United Kingdom
548726,84879,ASSORTED COLOUR BIRD ORNAMENT,32,2011-04-04 09:38:00,1.69,13767.0,United Kingdom
548728,22383,LUNCH BAG SUKI DESIGN ,10,2011-04-04 09:55:00,1.65,13198.0,United Kingdom
548728,22384,LUNCH BAG PINK POLKADOT,10,2011-04-04 09:55:00,1.65,13198.0,United Kingdom
548728,85099B,JUMBO BAG RED RETROSPOT,10,2011-04-04 09:55:00,2.08,13198.0,United Kingdom
548730,21931,JUMBO STORAGE BAG SUKI,50,2011-04-04 10:11:00,2.08,17669.0,United Kingdom
548730,85099B,JUMBO BAG RED RETROSPOT,50,2011-04-04 10:11:00,2.08,17669.0,United Kingdom
548732,47566,PARTY BUNTING,4,2011-04-04 10:16:00,4.95,16142.0,United Kingdom
548732,22382,LUNCH BAG SPACEBOY DESIGN ,10,2011-04-04 10:16:00,1.65,16142.0,United Kingdom
548732,21931,JUMBO STORAGE BAG SUKI,10,2011-04-04 10:16:00,1.95,16142.0,United Kingdom
548733,22960,JAM MAKING SET WITH JARS,6,2011-04-04 10:29:00,4.25,17648.0,United Kingdom
548733,82482,WOODEN PICTURE FRAME WHITE FINISH,6,2011-04-04 10:29:00,2.55,17648.0,United Kingdom
548733,22720,SET OF 3 CAKE TINS PANTRY DESIGN ,3,2011-04-04 10:29:00,4.95,17648.0,United Kingdom
548733,22699,ROSES REGENCY TEACUP AND SAUCER ,6,2011-04-04 10:29:00,2.95,17648.0,United Kingdom
548733,22697,GREEN REGENCY TEACUP AND SAUCER,6,2011-04-04 10:29:00,2.95,17648.0,United Kingdom
548733,22423,REGENCY CAKESTAND 3 TIER,1,2011-04-04 10:29:00,12.75,17648.0,United Kingdom
548734,22699,ROSES REGENCY TEACUP AND SAUCER ,6,2011-04-04 10:40:00,2.95,13059.0,United Kingdom
548734,22697,GREEN REGENCY TEACUP AND SAUCER,7,2011-04-04 10:40:00,2.95,13059.0,United Kingdom
548734,22423,REGENCY CAKESTAND 3 TIER,7,2011-04-04 10:40:00,12.75,13059.0,United Kingdom
548735,21931,JUMBO STORAGE BAG SUKI,10,2011-04-04 10:52:00,2.08,15039.0,United Kingdom
548735,85099B,JUMBO BAG RED RETROSPOT,10,2011-04-04 10:52:00,2.08,15039.0,United Kingdom
548735,22386,JUMBO BAG PINK POLKADOT,20,2011-04-04 10:52:00,2.08,15039.0,United Kingdom
548737,20725,LUNCH BAG RED RETROSPOT,20,2011-04-04 11:18:00,1.65,12682.0,France
548737,22383,LUNCH BAG SUKI DESIGN ,10,2011-04-04 11:18:00,1.65,12682.0,France
548737,22382,LUNCH BAG SPACEBOY DESIGN ,10,2011-04-04 11:18:00,1.65,12682.0,France
548737,21212,PACK OF 72 RETROSPOT CAKE CASES,24,2011-04-04 11:18:00,0.55,12682.0,France
548737,POST,POSTAGE,4,2011-04-04 11:18:00,18.0,12682.0,France
548739,22423,REGENCY CAKESTAND 3 TIER,4,2011-04-04 11:28:00,12.75,15493.0,United Kingdom
548739,22699,ROSES REGENCY TEACUP AND SAUCER ,4,2011-04-04 11:28:00,2.95,15493.0,United Kingdom
548739,22697,GREEN REGENCY TEACUP AND SAUCER,4,2011-04-04 11:28:00,2.95,15493.0,United Kingdom
548740,47566,PARTY BUNTING,12,2011-04-04 11:34:00,4.95,13319.0,United Kingdom
548740,22423,REGENCY CAKESTAND 3 TIER,3,2011-04-04 11:34:00,12.75,13319.0,United Kingdom
548740,85099B,JUMBO BAG RED RETROSPOT,10,2011-04-04 11:34:00,2.08,13319.0,United Kingdom
548740,20725,LUNCH BAG RED RETROSPOT,10,2011-04-04 11:34:00,1.65,13319.0,United Kingdom
548740,22382,LUNCH BAG SPACEBOY DESIGN ,10,2011-04-04 11:34:00,1.65,13319.0,United Kingdom
548740,22383,LUNCH BAG SUKI DESIGN ,10,2011-04-04 11:34:00,1.65,13319.0,United Kingdom
548740,22727,ALARM CLOCK BAKELIKE RED ,8,2011-04-04 11:34:00,3.75,13319.0,United Kingdom
548740,84879,ASSORTED COLOUR BIRD ORNAMENT,16,2011-04-04 11:34:00,1.69,13319.0,United Kingdom
548743,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,2011-04-04 12:05:00,2.95,14895.0,United Kingdom
548743,82482,WOODEN PICTURE FRAME WHITE FINISH,12,2011-04-04 12:05:00,2.55,14895.0,United Kingdom
548745,22993,SET OF 4 PANTRY JELLY MOULDS,12,2011-04-04 12:10:00,1.25,12471.0,Germany
548745,POST,POSTAGE,3,2011-04-04 12:10:00,18.0,12471.0,Germany
548747,22960,JAM MAKING SET WITH JARS,6,2011-04-04 12:17:00,4.25,15223.0,United Kingdom
548747,22666,RECIPE BOX PANTRY YELLOW DESIGN,6,2011-04-04 12:17:00,2.95,15223.0,United Kingdom
548747,22423,REGENCY CAKESTAND 3 TIER,8,2011-04-04 12:17:00,12.75,15223.0,United Kingdom
548747,21212,PACK OF 72 RETROSPOT CAKE CASES,24,2011-04-04 12:17:00,0.55,15223.0,United Kingdom
548747,21931,JUMBO STORAGE BAG SUKI,10,2011-04-04 12:17:00,2.08,15223.0,United Kingdom
C548748,22960,JAM MAKING SET WITH JARS,-6,2011-04-04 12:28:00,4.25,15223.0,United Kingdom
C548748,22666,RECIPE BOX PANTRY YELLOW DESIGN,-6,2011-04-04 12:28:00,2.95,15223.0,United Kingdom
C548748,22423,REGENCY CAKESTAND 3 TIER,-8,2011-04-04 12:28:00,12.75,15223.0,United Kingdom
C548748,21931,JUMBO STORAGE BAG SUKI,-10,2011-04-04 12:28:00,2.08,15223.0,United Kingdom
C548748,21212,PACK OF 72 RETROSPOT CAKE CASES,-24,2011-04-04 12:28:00,0.55,15223.0,United Kingdom
548749,82482,WOODEN PICTURE FRAME WHITE FINISH,6,2011-04-04 12:29:00,2.55,13004.0,United Kingdom
548749,22386,JUMBO BAG PINK POLKADOT,10,2011-04-04 12:29:00,2.08,13004.0,United Kingdom
548749,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,2011-04-04 12:29:00,2.95,13004.0,United Kingdom
548749,22961,JAM MAKING SET PRINTED,12,2011-04-04 12:29:00,1.45,13004.0,United Kingdom
548757,47566,PARTY BUNTING,12,2011-04-04 12:31:00,4.95,17419.0,United Kingdom
548757,21212,PACK OF 72 RETROSPOT CAKE CASES,24,2011-04-04 12:31:00,0.55,17419.0,United Kingdom
548768,22666,RECIPE BOX PANTRY YELLOW DESIGN,1,2011-04-04 12:34:00,2.95,17886.0,United Kingdom
548768,22961,JAM MAKING SET PRINTED,4,2011-04-04 12:34:00,1.45,17886.0,United Kingdom
548768,22993,SET OF 4 PANTRY JELLY MOULDS,1,2011-04-04 12:34:00,1.25,17886.0,United Kingdom
548768,22423,REGENCY CAKESTAND 3 TIER,2,2011-04-04 12:34:00,12.75,17886.0,United Kingdom
548768,22699,ROSES REGENCY TEACUP AND SAUCER ,2,2011-04-04 12:34:00,2.95,17886.0,United Kingdom
548780,22411,JUMBO SHOPPER VINTAGE RED PAISLEY,10,2011-04-04 12:37:00,1.95,13294.0,United Kingdom
548780,85099B,JUMBO BAG RED RETROSPOT,10,2011-04-04 12:37:00,1.95,13294.0,United Kingdom
548780,22457,NATURAL SLATE HEART CHALKBOARD ,6,2011-04-04 12:37:00,2.95,13294.0,United Kingdom
548780,22993,SET OF 4 PANTRY JELLY MOULDS,12,2011-04-04 12:37:00,1.25,13294.0,United Kingdom
548792,47566,PARTY BUNTING,1,2011-04-04 12:42:00,4.95,14711.0,United Kingdom
548792,20727,LUNCH BAG  BLACK SKULL.,1,2011-04-04 12:42:00,1.65,14711.0,United Kingdom
548792,21212,PACK OF 72 RETROSPOT CAKE CASES,1,2011-04-04 12:42:00,0.55,14711.0,United Kingdom
548792,21212,PACK OF 72 RETROSPOT CAKE CASES,1,2011-04-04 12:42:00,0.55,14711.0,United Kingdom
548792,84879,ASSORTED COLOUR BIRD ORNAMENT,24,2011-04-04 12:42:00,1.69,14711.0,United Kingdom
548796,21931,JUMBO STORAGE BAG SUKI,3,2011-04-04 12:42:00,2.08,15752.0,United Kingdom
548796,85099B,JUMBO BAG RED RETROSPOT,8,2011-04-04 12:42:00,2.08,15752.0,United Kingdom
548796,22411,JUMBO SHOPPER VINTAGE RED PAISLEY,5,2011-04-04 12:42:00,2.08,15752.0,United Kingdom
548796,20725,LUNCH BAG RED RETROSPOT,10,2011-04-04 12:42:00,1.65,15752.0,United Kingdom
548796,20727,LUNCH BAG  BLACK SKULL.,5,2011-04-04 12:42:00,1.65,15752.0,United Kingdom
548796,22382,LUNCH BAG SPACEBOY DESIGN ,10,2011-04-04 12:42:00,1.65,15752.0,United Kingdom
548796,20728,LUNCH BAG CARS BLUE,10,2011-04-04 12:42:00,1.65,15752.0,United Kingdom
548796,22384,LUNCH BAG PINK POLKADOT,7,2011-04-04 12:42:00,1.65,15752.0,United Kingdom
548801,22993,SET OF 4 PANTRY JELLY MOULDS,12,2011-04-04 12:44:00,1.25,15289.0,United Kingdom
548801,21212,PACK OF 72 RETROSPOT CAKE CASES,24,2011-04-04 12:44:00,0.55,15289.0,United Kingdom
548806,22960,JAM MAKING SET WITH JARS,12,2011-04-04 12:52:00,3.75,13098.0,United Kingdom
548806,22423,REGENCY CAKESTAND 3 TIER,16,2011-04-04 12:52:00,10.95,13098.0,United Kingdom
548806,22383,LUNCH BAG SUKI DESIGN ,30,2011-04-04 12:52:00,1.65,13098.0,United Kingdom
548807,21212,PACK OF 72 RETROSPOT CAKE CASES,120,2011-04-04 12:54:00,0.42,16422.0,United Kingdom
548808,22423,REGENCY CAKESTAND 3 TIER,2,2011-04-04 12:55:00,12.75,17774.0,United Kingdom
548808,47566,PARTY BUNTING,2,2011-04-04 12:55:00,4.95,17774.0,United Kingdom
548808,85123A,WHITE HANGING HEART T-LIGHT HOLDER,3,2011-04-04 12:55:00,2.95,17774.0,United Kingdom
548808,22697,GREEN REGENCY TEACUP AND SAUCER,3,2011-04-04 12:55:00,2.95,17774.0,United Kingdom
548808,82482,WOODEN PICTURE FRAME WHITE FINISH,3,2011-04-04 12:55:00,2.55,17774.0,United Kingdom
548858,22423,REGENCY CAKESTAND 3 TIER,1,2011-04-04 13:29:00,12.75,14911.0,EIRE
548859,21931,JUMBO STORAGE BAG SUKI,10,2011-04-04 13:32:00,2.08,13668.0,United Kingdom
548859,47566,PARTY BUNTING,2,2011-04-04 13:32:00,4.95,13668.0,United Kingdom
548859,22382,LUNCH BAG SPACEBOY DESIGN ,10,2011-04-04 13:32:00,1.65,13668.0,United Kingdom
548860,22423,REGENCY CAKESTAND 3 TIER,1,2011-04-04 13:38:00,12.75,13263.0,United Kingdom
548860,85123A,WHITE HANGING HEART T-LIGHT HOLDER,2,2011-04-04 13:38:00,2.95,13263.0,United Kingdom
548860,22666,RECIPE BOX PANTRY YELLOW DESIGN,2,2011-04-04 13:38:00,2.95,13263.0,United Kingdom
548860,22697,GREEN REGENCY TEACUP AND SAUCER,1,2011-04-04 13:38:00,2.95,13263.0,United Kingdom
548860,22699,ROSES REGENCY TEACUP AND SAUCER ,1,2011-04-04 13:38:00,2.95,13263.0,United Kingdom
548860,47566,PARTY BUNTING,2,2011-04-04 13:38:00,4.95,13263.0,United Kingdom
548861,22423,REGENCY CAKESTAND 3 TIER,3,2011-04-04 13:42:00,12.75,18185.0,United Kingdom
548861,21212,PACK OF 72 RETROSPOT CAKE CASES,24,2011-04-04 13:42:00,0.55,18185.0,United Kingdom
548861,22720,SET OF 3 CAKE TINS PANTRY DESIGN ,3,2011-04-04 13:42:00,4.95,18185.0,United Kingdom
548861,22993,SET OF 4 PANTRY JELLY MOULDS,12,2011-04-04 13:42:00,1.25,18185.0,United Kingdom
548863,85099B,JUMBO BAG RED RETROSPOT,100,2011-04-04 13:57:00,1.79,15311.0,United Kingdom
548863,20728,LUNCH BAG CARS BLUE,100,2011-04-04 13:57:00,1.45,15311.0,United Kingdom
548863,22411,JUMBO SHOPPER VINTAGE RED PAISLEY,2,2011-04-04 13:57:00,2.08,15311.0,United Kingdom
548864,22423,REGENCY CAKESTAND 3 TIER,1,2011-04-04 14:00:00,12.75,15756.0,United Kingdom
548865,22720,SET OF 3 CAKE TINS PANTRY DESIGN ,3,2011-04-04 14:09:00,4.95,14747.0,United Kingdom
548865,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,2011-04-04 14:09:00,2.95,14747.0,United Kingdom
548867,22961,JAM MAKING SET PRINTED,1,2011-04-04 14:17:00,1.45,14719.0,United Kingdom
548867,21212,PACK OF 72 RETROSPOT CAKE CASES,2,2011-04-04 14:17:00,0.55,14719.0,United Kingdom
548868,22423,REGENCY CAKESTAND 3 TIER,2,2011-04-04 14:28:00,12.75,13015.0,United Kingdom
548868,21212,PACK OF 72 RETROSPOT CAKE CASES,24,2011-04-04 14:28:00,0.55,13015.0,United Kingdom
548868,22727,ALARM CLOCK BAKELIKE RED ,4,2011-04-04 14:28:00,3.75,13015.0,United Kingdom
548868,22720,SET OF 3 CAKE TINS PANTRY DESIGN ,3,2011-04-04 14:28:00,4.95,13015.0,United Kingdom
548868,22961,JAM MAKING SET PRINTED,12,2011-04-04 14:28:00,1.45,13015.0,United Kingdom
548868,22960,JAM MAKING SET WITH JARS,6,2011-04-04 14:28:00,4.25,13015.0,United Kingdom
548868,84879,ASSORTED COLOUR BIRD ORNAMENT,8,2011-04-04 14:28:00,1.69,13015.0,United Kingdom
548869,82482,WOODEN PICTURE FRAME WHITE FINISH,1,2011-04-04 14:31:00,2.55,17114.0,United Kingdom
548869,22423,REGENCY CAKESTAND 3 TIER,1,2011-04-04 14:31:00,12.75,17114.0,United Kingdom
548869,85123A,WHITE HANGING HEART T-LIGHT HOLDER,2,2011-04-04 14:31:00,2.95,17114.0,United Kingdom
548870,20727,LUNCH BAG  BLACK SKULL.,1,2011-04-04 14:41:00,1.65,14606.0,United Kingdom
548870,21931,JUMBO STORAGE BAG SUKI,1,2011-04-04 14:41:00,2.08,14606.0,United Kingdom
548874,22423,REGENCY CAKESTAND 3 TIER,2,2011-04-04 15:18:00,12.75,17716.0,United Kingdom
548874,85123A,WHITE HANGING HEART T-LIGHT HOLDER,32,2011-04-04 15:18:00,2.55,17716.0,United Kingdom
548874,22727,ALARM CLOCK BAKELIKE RED ,4,2011-04-04 15:18:00,3.75,17716.0,United Kingdom
548874,22960,JAM MAKING SET WITH JARS,6,2011-04-04 15:18:00,4.25,17716.0,United Kingdom
548874,22993,SET OF 4 PANTRY JELLY MOULDS,12,2011-04-04 15:18:00,1.25,17716.0,United Kingdom
548874,22961,JAM MAKING SET PRINTED,12,2011-04-04 15:18:00,1.45,17716.0,United Kingdom
C548891,22727,ALARM CLOCK BAKELIKE RED ,-1,2011-04-04 15:34:00,3.75,13418.0,United Kingdom
548893,47566,PARTY BUNTING,2,2011-04-04 15:54:00,10.79,,United Kingdom
548893,20725,LUNCH BAG RED RETROSPOT,2,2011-04-04 15:54:00,4.13,,United Kingdom
548893,21931,JUMBO STORAGE BAG SUKI,1,2011-04-04 15:54:00,4.13,,United Kingdom
548893,22383,LUNCH BAG SUKI DESIGN ,1,2011-04-04 15:54:00,4.13,,United Kingdom
548893,22384,LUNCH BAG PINK POLKADOT,1,2011-04-04 15:54:00,4.13,,United Kingdom
548893,22423,REGENCY CAKESTAND 3 TIER,2,2011-04-04 15:54:00,24.96,,United Kingdom
548893,22469,HEART OF WICKER SMALL,4,2011-04-04 15:54:00,3.29,,United Kingdom
548893,22666,RECIPE BOX PANTRY YELLOW DESIGN,1,2011-04-04 15:54:00,5.79,,United Kingdom
548893,22697,GREEN REGENCY TEACUP AND SAUCER,1,2011-04-04 15:54:00,5.79,,United Kingdom
548893,22699,ROSES REGENCY TEACUP AND SAUCER ,1,2011-04-04 15:54:00,5.79,,United Kingdom
548893,22960,JAM MAKING SET WITH JARS,2,2011-04-04 15:54:00,8.29,,United Kingdom
548893,22961,JAM MAKING SET PRINTED,1,2011-04-04 15:54:00,3.29,,United Kingdom
548893,85099B,JUMBO BAG RED RETROSPOT,10,2011-04-04 15:54:00,2.46,,United Kingdom
548893,85123A,WHITE HANGING HEART T-LIGHT HOLDER,1,2011-04-04 15:54:00,5.79,,United Kingdom
548894,21212,PACK OF 72 RETROSPOT CAKE CASES,3,2011-04-04 16:01:00,1.25,,United Kingdom
548894,22382,LUNCH BAG SPACEBOY DESIGN ,1,2011-04-04 16:01:00,4.13,,United Kingdom
548894,22384,LUNCH BAG PINK POLKADOT,1,2011-04-04 16:01:00,4.13,,United Kingdom
548894,22469,HEART OF WICKER SMALL,1,2011-04-04 16:01:00,1.65,,United Kingdom
548894,22697,GREEN REGENCY TEACUP AND SAUCER,2,2011-04-04 16:01:00,5.79,,United Kingdom
548894,22699,ROSES REGENCY TEACUP AND SAUCER ,2,2011-04-04 16:01:00,5.79,,United Kingdom
548894,22720,SET OF 3 CAKE TINS PANTRY DESIGN ,2,2011-04-04 16:01:00,10.79,,United Kingdom
548894,22727,ALARM CLOCK BAKELIKE RED ,1,2011-04-04 16:01:00,7.46,,United Kingdom
548894,22960,JAM MAKING SET WITH JARS,1,2011-04-04 16:01:00,8.29,,United Kingdom
548894,22961,JAM MAKING SET PRINTED,5,2011-04-04 16:01:00,3.14,,United Kingdom
548894,22993,SET OF 4 PANTRY JELLY MOULDS,1,2011-04-04 16:01:00,2.46,,United Kingdom
548894,47566,PARTY BUNTING,6,2011-04-04 16:01:00,10.79,,United Kingdom
548894,84879,ASSORTED COLOUR BIRD ORNAMENT,8,2011-04-04 16:01:00,3.12,,United Kingdom
548894,85099B,JUMBO BAG RED RETROSPOT,21,2011-04-04 16:01:00,2.46,,United Kingdom
548896,84879,ASSORTED COLOUR BIRD ORNAMENT,32,2011-04-04 16:21:00,1.69,13767.0,United Kingdom
548896,21212,PACK OF 72 RETROSPOT CAKE CASES,24,2011-04-04 16:21:00,0.55,13767.0,United Kingdom
548896,22727,ALARM CLOCK BAKELIKE RED ,4,2011-04-04 16:21:00,3.75,13767.0,United Kingdom
548896,22699,ROSES REGENCY TEACUP AND SAUCER ,6,2011-04-04 16:21:00,2.95,13767.0,United Kingdom
548898,85123A,WHITE HANGING HEART T-LIGHT HOLDER,8,2011-04-04 16:28:00,2.95,17214.0,United Kingdom
548899,85099B,JUMBO BAG RED RETROSPOT,100,2011-04-04 16:31:00,1.79,15838.0,United Kingdom
548900,84879,ASSORTED COLOUR BIRD ORNAMENT,27,2011-04-04 16:36:00,1.69,17848.0,United Kingdom
C548915,22993,SET OF 4 PANTRY JELLY MOULDS,-12,2011-04-05 09:53:00,1.25,12668.0,Germany
548916,84879,ASSORTED COLOUR BIRD ORNAMENT,24,2011-04-05 10:07:00,1.69,14849.0,United Kingdom
548916,22961,JAM MAKING SET PRINTED,24,2011-04-05 10:07:00,1.45,14849.0,United Kingdom
548916,21212,PACK OF 72 RETROSPOT CAKE CASES,24,2011-04-05 10:07:00,0.55,14849.0,United Kingdom
548919,22697,GREEN REGENCY TEACUP AND SAUCER,6,2011-04-05 10:18:00,2.95,13013.0,United Kingdom
548919,22423,REGENCY CAKESTAND 3 TIER,3,2011-04-05 10:18:00,12.75,13013.0,United Kingdom
548919,22993,SET OF 4 PANTRY JELLY MOULDS,12,2011-04-05 10:18:00,1.25,13013.0,United Kingdom
548920,22423,REGENCY CAKESTAND 3 TIER,2,2011-04-05 10:19:00,12.75,13018.0,United Kingdom
548920,22382,LUNCH BAG SPACEBOY DESIGN ,10,2011-04-05 10:19:00,1.65,13018.0,United Kingdom
548952,47566,PARTY BUNTING,2,2011-04-05 10:46:00,4.95,15572.0,United Kingdom
548952,22457,NATURAL SLATE HEART CHALKBOARD ,2,2011-04-05 10:46:00,2.95,15572.0,United Kingdom
548955,POST,POSTAGE,1,2011-04-05 10:47:00,40.0,12348.0,Finland
548968,22993,SET OF 4 PANTRY JELLY MOULDS,12,2011-04-05 10:58:00,1.25,12744.0,Singapore
548968,22961,JAM MAKING SET PRINTED,12,2011-04-05 10:58:00,1.45,12744.0,Singapore
548968,85099B,JUMBO BAG RED RETROSPOT,20,2011-04-05 10:58:00,2.08,12744.0,Singapore
548968,22386,JUMBO BAG PINK POLKADOT,20,2011-04-05 10:58:00,2.08,12744.0,Singapore
548970,85099B,JUMBO BAG RED RETROSPOT,200,2011-04-05 11:03:00,1.65,14646.0,Netherlands
C548972,85123A,WHITE HANGING HEART T-LIGHT HOLDER,-6,2011-04-05 11:42:00,2.95,15674.0,United Kingdom
C548972,47566,PARTY BUNTING,-8,2011-04-05 11:42:00,4.95,15674.0,United Kingdom
C548972,22457,NATURAL SLATE HEART CHALKBOARD ,-6,2011-04-05 11:42:00,2.95,15674.0,United Kingdom
C548972,22423,REGENCY CAKESTAND 3 TIER,-3,2011-04-05 11:42:00,12.75,15674.0,United Kingdom
C548972,22386,JUMBO BAG PINK POLKADOT,-10,2011-04-05 11:42:00,1.95,15674.0,United Kingdom
548973,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,2011-04-05 11:44:00,2.95,15674.0,United Kingdom
548973,47566,PARTY BUNTING,8,2011-04-05 11:44:00,4.95,15674.0,United Kingdom
548973,22457,NATURAL SLATE HEART CHALKBOARD ,6,2011-04-05 11:44:00,2.95,15674.0,United Kingdom
548973,22423,REGENCY CAKESTAND 3 TIER,3,2011-04-05 11:44:00,12.75,15674.0,United Kingdom
548973,22386,JUMBO BAG PINK POLKADOT,10,2011-04-05 11:44:00,1.95,15674.0,United Kingdom
548974,22423,REGENCY CAKESTAND 3 TIER,4,2011-04-05 11:47:00,12.75,15194.0,United Kingdom
548974,22697,GREEN REGENCY TEACUP AND SAUCER,6,2011-04-05 11:47:00,2.95,15194.0,United Kingdom
548974,22699,ROSES REGENCY TEACUP AND SAUCER ,6,2011-04-05 11:47:00,2.95,15194.0,United Kingdom
548974,84879,ASSORTED COLOUR BIRD ORNAMENT,24,2011-04-05 11:47:00,1.69,15194.0,United Kingdom
548975,47566,PARTY BUNTING,4,2011-04-05 11:47:00,4.95,17596.0,United Kingdom
